rank,nome,instituicao,titulacao,linhas_pesquisa,pontuacao_PA,classificacao_PA,pontuacao_S,classificacao_S,pontuacao_C,classificacao_C,pontuacao_F,classificacao_F,pontuacao_media,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2,classificacao_final,justificativa_classificacao,curriculo_lattes,arquivo_origem,timestamp
83,José Carlos Toledo Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica Biológica; investigação do ferro lábil celular (LIP), (metalo)enzimas e Química Biológica e Bioquímica de óxido nítrico (NO) e às espécies reativas de oxigênio e nitrogênio; papel antioxidante do LIP contra o peroxinitrito e suas implicações biológicas; identificação da natureza m",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_José_Carlos_Toledo_Junior_20250907_130258.json,2025-09-22T14:43:29.417776
84,Fritz Cavalcante Huguenin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente,"Físico-Química, Eletroquímica, Máquinas Ácido-Base, Catalisadores para Baterias de Lítio-ar, Blue Energy.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Fritz_Cavalcante_Huguenin_20250907_130258.json,2025-09-22T14:43:29.418983
85,Adriano Garcia Chiarello,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",,"Ecologia aplicada à conservação, particularmente envolvendo espécies de mamíferos Neotropicais.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Adriano_Garcia_Chiarello_20250907_130258.json,2025-09-22T14:43:36.455036
86,Principais Técnicas Experimentais Utilizadas,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Principais_Técnicas_Experimentais_Utilizadas_20250907_130258.json,2025-09-22T14:43:35.450932
87,Thereza Amélia Soares da Silva,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Thereza_Amélia_Soares_da_Silva_20250907_130258.json,2025-09-22T14:43:35.450625
88,Felipe Bezerra Ribeiro,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,"Taxonomia Integrativa, Filogenia, Biogeografia, Genética e Conservação de crustáceos, com ênfase em lagostins de água doce e crustáceos parasitas (Isopoda); Biodiversidade (Biomas Pampa, Mata Atlântica e Pantanal)",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Felipe_Bezerra_Ribeiro_20250907_130258.json,2025-09-22T14:43:42.483125
89,Paulo Roberto Vieira Alves,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Paulo_Roberto_Vieira_Alves_20250907_130258.json,2025-09-22T14:43:41.478323
90,Wilfried Klein,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Fisiologia e Morfologia, com ênfase em Fisiologia Comparada e Morfologia Funcional; Vertebrados, respiração, ecofisiologia.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Wilfried_Klein_20250907_130258.json,2025-09-22T14:43:41.478624
91,Rodrigo Augusto Santinelo Pereira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Ecologia; Interações inseto-planta; Ecologia e biologia reprodutiva de figueiras.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Rodrigo_Augusto_Santinelo_Pereira_20250907_130258.json,2025-09-22T14:43:42.482758
92,Carmen Lúcia Cardoso,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Carmen_Lúcia_Cardoso_20250907_130258.json,2025-09-22T14:43:41.479184
93,Delia Rita Tapia Blácido,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Engenharia, Ciência e Tecnologia de Alimentos, polímeros biodegradáveis e bioativos, bandejas, coberturas de Alimentos, reologia, aproveitamento de resíduos agroindustriais e técnicas de planejamento experimental.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Delia_Rita_Tapia_Blácido_20250907_130258.json,2025-09-22T14:43:40.473116
94,José Maurício Almeida Caiut,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica; sol-gel, pirólise de aerossol, aluminatos, híbridos orgânicos-inorgânicos, íons terras raras, espectroscopia, nanomateriais e fotônica.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_José_Maurício_Almeida_Caiut_20250907_130258.json,2025-09-22T14:43:40.472882
95,Danilo Manzani,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Materiais, Química Inorgânica, materiais inorgânicos, vítreos, vitrocerâmicos, cerâmicos e fibras ópticas, síntese de materiais inorgânicos e vítreos opticamente ativos, guias de onda, sensores ópticos e vidros especiais (não-sílica).",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Danilo_Manzani_20250907_130258.json,2025-09-22T14:43:37.457201
96,Laura Tiemi Okano,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Laura_Tiemi_Okano_20250907_130258.json,2025-09-22T14:43:39.467411
97,Adalgisa Rodrigues de Andrade,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Titular,"Eletroquímica Ambiental, produção de energia com células a combustível e biocélulas a combustível enzimáticas e microbiológicas.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Adalgisa_Rodrigues_de_Andrade_20250907_130258.json,2025-09-22T14:43:36.456284
98,Modelos Biológicos ou Materiais (Pesquisa Multi-Pesquisadores),"Várias instituições, conforme a lista de pesquisadores.",,"Várias linhas de pesquisa, conforme a lista de pesquisadores.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Modelos_Biológicos_ou_Materiais_Pesquisa_Multi-Pes_20250907_130258.json,2025-09-22T14:43:36.455786
99,Celso Teixeira Mendes Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado III,"identificação humana por DNA, ancestralidade genômica, pigmentação humana e fenotipagem forense por DNA.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Celso_Teixeira_Mendes_Junior_20250907_130258.json,2025-09-22T14:43:40.473509
100,Danilo Boscolo,"Universidade de São Paulo, FFCL-RP USP",Professor,"Ecologia da Paisagem, Fragmentação de Habitats, Modelagem Ecológica, SIG, Biologia da Conservação, Polinização e interação entre plantas e visitantes florais.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Danilo_Boscolo_20250907_130258.json,2025-09-22T14:43:41.477393
101,Carla Cristina Schmitt Cavalheiro,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professora Associada MS 5.2,"Fluorescência resolvida no tempo, transferência de carga e energia, fotoquímica de chalconas e thioxantonas, sondas, nanopartículas; Sistemas de fotoiniciação de polimerização, cinética de fotopolimerização para diferentes aplicações (resinas para impressão 3D, resinas dentárias e nanocompósitos).",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Carla_Cristina_Schmitt_Cavalheiro_20250907_130258.json,2025-09-22T14:43:42.483733
102,Herenilton Paulino Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Compostos de Intercalação, pentóxido de vanádio, compostos de intercalação, composto híbrido - orgânico inorgânico, eletroquímica e processo sol-gel.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Herenilton_Paulino_Oliveira_20250907_130258.json,2025-09-22T14:43:45.496245
103,Eduardo Bessa Azevedo,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Doutor,"Engenharia Sanitária, Técnicas Avançadas de Tratamento de Águas, POAs, TiO2, corantes, ecotoxicidade, micro-ondas e Quimiometria.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Eduardo_Bessa_Azevedo_20250907_130258.json,2025-09-22T14:43:44.491135
104,Grégoire Jean-François Demets,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química inorgânica, química supramolecular, materiais, tecnologias de nanofiltração e purificação de água, separação de gases, catalisadores supramoleculares, pontos quânticos e nanopartículas, materiais intercalados eletroativos, fotoconversão de energia, compostos de inclusão, química mineral.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Grégoire_Jean-François_Demets_20250907_130258.json,2025-09-22T14:43:45.495028
105,Luis Gustavo Dias,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor,"Físico-Química Computacional, Matéria Macia, Ciência dos Materiais.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Luis_Gustavo_Dias_20250907_130258.json,2025-09-22T14:43:44.490894
106,Osvaldo Antonio Serra,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular aposentado (Colaborador Sênior),"Terras raras, sol-gel, luminescência, nanocompósitos, catalisadores, porfirinas, bioinorgânica, recuperação de terras raras, MOFs.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Osvaldo_Antonio_Serra_20250907_130258.json,2025-09-22T14:43:43.487702
107,Ubirajara Pereira Rodrigues Filho,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Livre Docente,Processo Sol-gel; Materiais Híbridos Orgânico-Inorgânico e Filmes Multicamadas Híbridos; Filmes antimicrobianos; Materiais Odontológicos; CO2 como matéria prima para síntese de Materiais; Fotocromismo e fotocatálise; adesão e adesivos.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Ubirajara_Pereira_Rodrigues_Filho_20250907_130258.json,2025-09-22T14:43:42.483933
108,Carlos Alberto Martinez y Huaman,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente e Professor Associado MS-5 (3),"Ecofisiologia da fotossíntese e sequestro de carbono; Fisiologia das plantas sob estresse abiótico (estresse luminoso, hídrico, oxidativo, salino e térmico); Fisiologia das plantas em resposta às mudanças climáticas (efeitos do incremento do CO2, da temperatura e da restrição hídrica sobre a fisiolo",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Carlos_Alberto_Martinez_y_Huaman_20250907_130258.json,2025-09-22T14:43:44.490092
109,Agnieszka Joanna Pawlicka Maule,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora,Materiais para dispositivos eletroquímicos e desenvolvimento de dispositivos eletrocrômicos; Hidrogéis superabsorventes e biodegradáveis para aplicação em agricultura.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Agnieszka_Joanna_Pawlicka_Maule_20250907_130258.json,2025-09-22T14:43:43.488403
110,Ademilson Panunto Castelo,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Imunologia, Imunoquímica, Glicobiologia, Imunoterapia na infecção por Paracoccidioides brasiliensis.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Ademilson_Panunto_Castelo_20250907_130258.json,2025-09-22T14:43:45.495673
111,Fernanda Mayara Nogueira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Anatomia Vegetal, Morfologia de Estruturas Reprodutivas, Desenvolvimento Floral, Arquitetura de Inflorescências, Monocotiledôneas, Bioimagem, Tecnologias 3D, Microtomografia Computadorizada de Raios X (CT)",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Fernanda_Mayara_Nogueira_20250907_130258.json,2025-09-22T14:43:47.505393
112,Dalton de Souza Amorim,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"filogenia, sistemática, biogeografia e evolução especialmente de Diptera, mas também de outros grupos taxonômicos.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Dalton_de_Souza_Amorim_20250907_130258.json,2025-09-22T14:43:47.504614
113,Roberto Luiz Andrade Haiduke,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,Química Teórica; Investigações sobre intensidades de infravermelho; Cargas atômicas; Teoria Quântica de Átomos em Moléculas; Descritores de topologia da densidade eletrônica; Tensores polares; Desenvolvimento de conjuntos de funções de base; Cálculos relativísticos de átomos e moléculas; Mecanismos ,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Roberto_Luiz_Andrade_Haiduke_20250907_130258.json,2025-09-22T14:43:48.506639
114,Objetivos Científicos,Várias instituições listadas na página.,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Objetivos_Científicos_20250907_130258.json,2025-09-22T14:43:48.507395
115,Asdrubal Lozada Blanco,"Universidade Federal de São Carlos (UFSCAR), Centro de Ciências Exatas e de Tecnologia (CCET)",,"Computação Científica, Mecânica Estatística, Química Quântica.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Asdrubal_Lozada_Blanco_20250907_130258.json,2025-09-22T14:43:48.507628
116,Fernando Luis Medina Mantelatto,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Zoologia e Ecologia, com ênfase em Morfologia, Sistemática, Taxonomia dos Grupos Recentes, Taxonomia e sistemática filogenética molecular.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Fernando_Luis_Medina_Mantelatto_20250907_130258.json,2025-09-22T14:43:48.508129
